"TIME","FACTOR 1","FACTOR 2","Y","PDC RSG","PDCxT RSG","YBAR(k,t)","YBAR(.t)","YBAR(k.)","YBAR","R1","R2","R3","R4","R5","RCR1","RCR2","RCR3","RCR4","RCR5","PDC ID","PDC MAIN EFFECTS","PT ID","PT MAIN EFFECTS","PDCxPT ID","PDCxPT INTERACTION EFFECTS","F1 ID","F1 MAIN EFFECT","F2 ID","F2 MAIN EFFECT","F1xF2 ID","F1xF2 INTERACTION EFFECT","F1 MAIN EFFECTS","F2 MAIN EFFECTS","F1xF2 INTERACTION EFFECTS","TAGUCHI COMPONENT","TAGUCHI LOSS","PERCENT CONTRIBUTION TO LOSS","LOSS FUNCTION LABELS","TAGUCHI-COMPONENT","TAGUCHI-LOSS","PERCENT-CONTRIBUTION TO LOSS","LOSS-FUNCTION LABELS","VAS MU ESTIMATE","GLM MU ESTIMATE PDCxT","GLM MU ESTIMATE F1-F2","VAS PDC AND PT ESTIMATES","GLM PDC AND PT ESTIMATES","VAS F1,F2 AND F1xF2 ESTIMATES","GLM F1,F2 AND F1xF2 ESTIMATES"
95,3,2,235.77999877929687,32,32095,235.77999877929687,237.8300018310547,236.97524732079648,237.78237031228343,-2.002371532986558,0,-1.2428800602708634,-1.195248541499609,-2.0500030517578125,235.77999877929687,237.78237031228343,236.53949025201257,236.58712177078382,235.73236726052562,,,,,32095,-1.2428800602708634,,,,,,,0.8468270231955254,0.8530008697509766,0.8528195792852094,,,,,,,,,,,,,,,
96,3,2,237.05999755859375,32,32096,237.05999755859375,237.75000190734863,236.97524732079648,237.78237031228343,-0.7223727536896831,0,0.11711864273206629,0.08475023779726598,-0.6900043487548828,237.05999755859375,237.78237031228343,237.8994889550155,237.8671205500807,237.09236596352855,,,,,32096,0.11711864273206629,,,,,,,-0.3231730530984199,-0.3169992065429687,-0.3171804970087359,,,,,,,,,,,,,,,
97,3,2,235.75,32,32097,235.75,237.61750030517578,236.97524732079648,237.78237031228343,-2.032370312283433,0,-1.0603773136888321,-1.225247320796484,-1.8675003051757812,235.75,237.78237031228343,236.7219929985946,236.55712299148695,235.91487000710765,,,,,32097,-1.0603773136888321,,,,,,,-0.060666568113068364,-0.05449272155761714,-0.054674012023384344,,,,,,,,,,,,,,,
98,3,2,237.55999755859375,32,32098,237.55999755859375,238.59249877929687,236.97524732079648,237.78237031228343,-0.22237275368968312,0,-0.2253782292161759,0.584750237797266,-1.032501220703125,237.55999755859375,237.78237031228343,237.55699208306726,238.3671205500807,236.7498690915803,,,,,32098,-0.2253782292161759,,,,,,,1.1443276335470878,1.150501480102539,1.1503201896367719,,,,,,,,,,,,,,,
99,3,2,237.7823703122834,32,32099,237.7823703122834,238.17184227289505,236.97524732079648,237.78237031228343,-0.00000000000002842170943040401,0,0.4176510308753052,0.8071229914869207,-0.3894719606116439,237.7823703122834,237.78237031228343,238.20002134315874,238.58949330377035,237.3928983516718,,,,,32099,0.4176510308753052,,,,,,,1.1849792571364142,1.1911531036918654,1.1909718132260982,,,,,,,,,,,,,,,
100,3,2,239.4499969482422,32,32100,239.4499969482422,238.0587501525879,236.97524732079648,237.78237031228343,1.6676266359587544,0,2.198369787141246,2.4747496274457035,1.3912467956542969,239.4499969482422,237.78237031228343,239.98074009942468,240.25711993972914,239.17361710793773,,,,,32100,2.198369787141246,,,,,,,1.3080811430685721,1.3142549896240234,1.3140736991582562,,,,,,,,,,,,,,,
1,4,1,235.80999755859375,41,41001,235.80999755859375,237.25749969482422,237.58912375195098,237.78237031228343,-1.9723727536896831,0,-1.2542555758980143,-1.7791261933572287,-1.4475021362304687,235.80999755859375,237.78237031228343,236.52811473638542,236.0032441189262,236.33486817605296,,,,,41001,-1.2542555758980143,,,,,,,-5.189708284056534,-3.768696212768555,-4.299839449400231,,,,,,,,,,,,,,,
2,4,1,235.13999938964844,41,41002,235.13999938964844,237.84124755859375,237.58912375195098,237.78237031228343,-2.6423709226349956,0,-2.508001608612858,-2.449124362302541,-2.7012481689453125,235.13999938964844,237.78237031228343,235.27436870367058,235.3332459499809,235.08112214333812,,,,,41002,-2.508001608612858,,,,,,,1.6065334761973722,3.0275455474853517,2.496402310853675,,,,,,,,,,,,,,,
3,4,1,235.60000610351562,41,41003,235.60000610351562,237.30999946594238,237.58912375195098,237.78237031228343,-2.182364208767808,0,-1.5167468020943033,-1.9891176484353537,-1.7099933624267578,235.60000610351562,237.78237031228343,236.26562351018913,235.79325266384808,236.07237694985668,,,,,41003,-1.5167468020943033,,,,,,,-0.32220988622938573,1.0988021850585938,0.5676589484269174,,,,,,,,,,,,,,,
4,4,1,235.77999877929687,41,41004,235.77999877929687,237.61529812009013,237.58912375195098,237.78237031228343,-2.002371532986558,0,-1.6420527804608014,-1.8091249726541037,-1.8352993407932559,235.77999877929687,237.78237031228343,236.14031753182263,235.97324533962933,235.94707097149018,,,,,41004,-1.6420527804608014,,,,,,,-0.02750243686150866,1.3935096344264708,0.8623663977947944,,,,,,,,,,,,,,,
5,4,1,236.6300048828125,41,41005,236.6300048828125,238.04625129699707,237.58912375195098,237.78237031228343,-1.1523654294709331,0,-1.2229998538521158,-0.9591188691384787,-1.4162464141845703,236.6300048828125,237.78237031228343,236.55937045843132,236.82325144314495,236.36612389809886,,,,,41005,-1.2229998538521158,,,,,,,0.3715309584971769,1.7925430297851563,1.26139979315348,,,,,,,,,,,,,,,
6,4,1,236.25,41,41006,236.25,237.98250007629395,237.58912375195098,237.78237031228343,-1.5323703122834331,0,-1.5392535159614908,-1.3391237519509787,-1.7325000762939453,236.25,237.78237031228343,236.24311679632194,236.44324656033245,236.0498702359895,,,,,41006,-1.5392535159614908,,,,,,,0.7552895034190519,2.1763015747070313,1.6451583380753547,,,,,,,,,,,,,,,
7,4,1,236.02000427246094,41,41007,236.02000427246094,237.35875129699707,237.58912375195098,237.78237031228343,-1.7623660398224956,0,-1.1455004642036783,-1.5691194794900412,-1.3387470245361328,236.02000427246094,237.78237031228343,236.63686984807975,236.2132508327934,236.4436232877473,,,,,41007,-1.1455004642036783,,,,,,,0.05903095849717688,1.4800430297851563,0.9488997931534799,,,,,,,,,,,,,,,
8,4,1,237.05999755859375,41,41008,237.05999755859375,237.80000114440918,237.58912375195098,237.78237031228343,-0.7223727536896831,0,-0.5467570254829752,-0.5291261933572287,-0.7400035858154297,237.05999755859375,237.78237031228343,237.23561328680046,237.2532441189262,237.042366726468,,,,,41008,-0.5467570254829752,,,,,,,-0.12220912328993261,1.298802947998047,0.7676597113663706,,,,,,,,,,,,,,,
9,4,1,236.6699981689453,41,41009,236.6699981689453,237.82499885559082,237.58912375195098,237.78237031228343,-1.1123721433381206,0,-0.9617541263130534,-0.9191255830056662,-1.1550006866455078,236.6699981689453,237.78237031228343,236.82061618597038,236.86324472927777,236.62736962563793,,,,,41009,-0.9617541263130534,,,,,,,-0.25720744482313573,1.1638046264648438,0.6326613898331674,,,,,,,,,,,,,,,
10,4,1,236.41000366210937,41,41010,236.41000366210937,237.77375411987305,237.58912375195098,237.78237031228343,-1.3723666501740581,0,-1.1705038974312174,-1.1791200898416037,-1.3637504577636719,236.41000366210937,237.78237031228343,236.61186641485222,236.60325022244183,236.41861985451976,,,,,41010,-1.1705038974312174,,,,,,,0.014038511597762815,1.4350505828857423,0.9039073462540659,,,,,,,,,,,,,,,
11,4,1,237.3800048828125,41,41011,237.3800048828125,237.79500198364258,237.58912375195098,237.78237031228343,-0.4023654294709331,0,-0.22175054049762366,-0.20911886913847866,-0.4149971008300781,237.3800048828125,237.78237031228343,237.5606197717858,237.57325144314495,237.36737321145335,,,,,41011,-0.22175054049762366,,,,,,,-0.807212403929581,0.6137996673583985,0.08265643072672207,,,,,,,,,,,,,,,
12,4,1,236.61000061035156,41,41012,236.61000061035156,237.82000160217285,237.58912375195098,237.78237031228343,-1.1723697019318706,0,-1.0167544314888346,-0.9791231415994162,-1.210000991821289,236.61000061035156,237.78237031228343,236.7656158807946,236.80324717068402,236.57236932046214,,,,,41012,-1.0167544314888346,,,,,,,-0.19221263281141698,1.2287994384765626,0.6976562018448862,,,,,,,,,,,,,,,
13,4,1,237.1300048828125,41,41013,237.1300048828125,238.0974998474121,237.58912375195098,237.78237031228343,-0.6523654294709331,0,-0.7742484042671549,-0.45911886913847866,-0.9674949645996094,237.1300048828125,237.78237031228343,237.00812190801628,237.32325144314495,236.81487534768382,,,,,41013,-0.7742484042671549,,,,,,,0.010284849488387815,1.4312969207763673,0.9001536841446909,,,,,,,,,,,,,,,
14,4,1,237.4499969482422,41,41014,237.4499969482422,237.29000091552734,237.58912375195098,237.78237031228343,-0.3323733640412456,0,0.3532425930472982,-0.13912680370879116,0.15999603271484375,237.4499969482422,237.78237031228343,238.13561290533073,237.64324350857464,237.94236634499828,,,,,41014,0.3532425930472982,,,,,,,2.5277904952403407,3.9488025665283204,3.417659329896644,,,,,,,,,,,,,,,
15,4,1,236.6699981689453,41,41015,236.6699981689453,238.42374992370605,237.58912375195098,237.78237031228343,-1.1123721433381206,0,-1.5605051944282877,-0.9191255830056662,-1.7537517547607422,236.6699981689453,237.78237031228343,236.22186511785515,236.86324472927777,236.0286185575227,,,,,41015,-1.5605051944282877,,,,,,,0.76403660424913,2.1850486755371095,1.6539054389054328,,,,,,,,,,,,,,,
16,4,1,235.35000610351562,41,41016,235.35000610351562,237.71875190734863,237.58912375195098,237.78237031228343,-2.432364208767808,0,-2.1754992435005533,-2.2391176484353537,-2.368745803833008,235.35000610351562,237.78237031228343,235.60687106878288,235.54325266384808,235.41362450845043,,,,,41016,-2.1754992435005533,,,,,,,0.3190407241221769,1.7400527954101563,1.20890955877848,,,,,,,,,,,,,,,
17,4,1,236.75,41,41017,236.75,238.00875091552734,237.58912375195098,237.78237031228343,-1.0323703122834331,0,-1.0655043551948893,-0.8391237519509787,-1.2587509155273437,236.75,237.78237031228343,236.71686595708854,236.94324656033245,236.5236193967561,,,,,41017,-1.0655043551948893,,,,,,,0.29903072961534094,1.7200428009033204,1.188899564271644,,,,,,,,,,,,,,,
18,4,1,235.77999877929687,41,41018,235.77999877929687,237.62374877929687,237.58912375195098,237.78237031228343,-2.002371532986558,0,-1.6505034396675455,-1.8091249726541037,-1.84375,235.77999877929687,237.78237031228343,236.1318668726159,235.97324533962933,235.93862031228343,,,,,41018,-1.6505034396675455,,,,,,,1.2340359176036222,2.6550479888916017,2.123904752259925,,,,,,,,,,,,,,,
19,4,1,236.30999755859375,41,41019,236.30999755859375,237.7199993133545,237.58912375195098,237.78237031228343,-1.4723727536896831,0,-1.2167551944282877,-1.2791261933572287,-1.4100017547607422,236.30999755859375,237.78237031228343,236.56561511785515,236.5032441189262,236.3723685575227,,,,,41019,-1.2167551944282877,,,,,,,-0.10220485082899511,1.3188072204589845,0.7876639838273081,,,,,,,,,,,,,,,
20,4,1,236.3800048828125,41,41020,236.3800048828125,237.57000160217285,237.58912375195098,237.78237031228343,-1.4023654294709331,0,-0.9967501590278971,-1.2091188691384787,-1.1899967193603516,236.3800048828125,237.78237031228343,236.78562015325554,236.57325144314495,236.59237359292308,,,,,41020,-0.9967501590278971,,,,,,,0.15779347070420813,1.5788055419921876,1.0476623053605112,,,,,,,,,,,,,,,
21,4,1,236.11000061035156,41,41021,236.11000061035156,237.69250106811523,237.58912375195098,237.78237031228343,-1.6723697019318706,0,-1.3892538974312174,-1.4791231415994162,-1.5825004577636719,236.11000061035156,237.78237031228343,236.39311641485222,236.30324717068402,236.19986985451976,,,,,41021,-1.3892538974312174,,,,,,,0.035294004761825315,1.4563060760498048,0.9251628394181284,,,,,,,,,,,,,,,
22,4,1,236.69000244140625,41,41022,236.69000244140625,237.7037525177002,237.58912375195098,237.78237031228343,-1.0923678708771831,0,-0.8205035159614909,-0.8991213105447287,-1.0137500762939453,236.69000244140625,237.78237031228343,236.96186679632194,236.8832490017387,236.7686202359895,,,,,41022,-0.8205035159614909,,,,,,,-0.34596782079969823,1.0750442504882813,0.5439010138566049,,,,,,,,,,,,,,,
23,4,1,236.8000030517578,41,41023,236.8000030517578,237.67500114440918,237.58912375195098,237.78237031228343,-0.9823672605256206,0,-0.6817515323189127,-0.7891207001931662,-0.8749980926513672,236.8000030517578,237.78237031228343,237.10061877996452,236.99324961209027,236.90737221963207,,,,,41023,-0.6817515323189127,,,,,,,-0.1372085129383701,1.2838035583496095,0.7526603217179331,,,,,,,,,,,,,,,
24,4,1,236.4499969482422,41,41024,236.4499969482422,237.81250190734863,237.58912375195098,237.78237031228343,-1.3323733640412456,0,-1.1692583987739908,-1.1391268037087912,-1.3625049591064453,236.4499969482422,237.78237031228343,236.61311191350944,236.64324350857464,236.419865353177,,,,,41024,-1.1692583987739908,,,,,,,0.04528278955186438,1.4662948608398438,0.9351516242081674,,,,,,,,,,,,,,,
25,4,1,236.97999572753906,41,41025,236.97999572753906,237.72904667050517,237.58912375195098,237.78237031228343,-0.8023745847443706,0,-0.555804382633653,-0.6091280244119162,-0.7490509429661074,236.97999572753906,237.78237031228343,237.22656592964978,237.17324228787152,237.03331936931733,,,,,41025,-0.555804382633653,,,,,,,-0.46125831149529783,0.9597537597926817,0.4286105231610053,,,,,,,,,,,,,,,
26,4,1,238.72000122070312,41,41026,238.72000122070312,237.86124992370605,237.58912375195098,237.78237031228343,0.9376309084196919,0,1.0519978573295248,1.1308774687521463,0.8587512969970703,238.72000122070312,237.78237031228343,238.83436816961296,238.91324778103558,238.6411216092805,,,,,41026,1.0519978573295248,,,,,,,-2.7234664475086827,-1.302454376220703,-1.8335976128523794,,,,,,,,,,,,,,,
27,4,1,239.3000030517578,41,41027,239.3000030517578,237.9412498474121,237.58912375195098,237.78237031228343,1.5176327394743794,0,1.5519997646781576,1.7108792998068338,1.3587532043457031,239.3000030517578,237.78237031228343,239.3343700769616,239.49324961209027,239.14112351662914,,,,,41027,1.5519997646781576,,,,,,,-2.0234675919178624,-0.6024555206298827,-1.1335987572615591,,,,,,,,,,,,,,,
28,4,1,240.3699951171875,41,41028,240.3699951171875,238.30749702453613,237.58912375195098,237.78237031228343,2.587624804904067,0,2.2557446529838217,2.7808713652365213,2.062498092651367,240.3699951171875,237.78237031228343,240.03811496526725,240.56324167751995,239.8448684049348,,,,,41028,2.2557446529838217,,,,,,,-1.6897025620106358,-0.2686904907226562,-0.7998337273543326,,,,,,,,,,,,,,,
29,4,1,240.27999877929687,41,41029,240.27999877929687,237.5500030517578,237.58912375195098,237.78237031228343,2.497628467013442,0,2.923242287871517,2.6908750273458963,2.7299957275390625,240.27999877929687,237.78237031228343,240.70561260015495,240.47324533962933,240.5123660398225,,,,,41029,2.923242287871517,,,,,,,-0.2922091995838779,1.1288028717041017,0.5976596350724253,,,,,,,,,,,,,,,
30,4,1,239.3800048828125,41,41030,239.3800048828125,238.1862506866455,237.58912375195098,237.78237031228343,1.5976345705290669,0,1.3870007564994467,1.7908811308615213,1.1937541961669922,239.3800048828125,237.78237031228343,239.16937106878288,239.57325144314495,238.97612450845043,,,,,41030,1.3870007564994467,,,,,,,-1.9784598862293858,-0.5574478149414062,-1.0885910515730826,,,,,,,,,,,,,,,
31,4,1,239.77000427246094,41,41031,239.77000427246094,237.5887508392334,237.58912375195098,237.78237031228343,1.9876339601775044,0,2.3744999935599935,2.180880520509959,2.181253433227539,239.77000427246094,237.78237031228343,240.15687030584343,239.9632508327934,239.96362374551097,,,,,41031,2.3744999935599935,,,,,,,-5.990960649168839,-4.56994857788086,-5.101091814512536,,,,,,,,,,,,,,,
32,4,1,238.88999938964844,41,41032,238.88999938964844,237.81749725341797,237.58912375195098,237.78237031228343,1.1076290773650044,0,1.2657486965629232,1.3008756376974588,1.0725021362304687,238.88999938964844,237.78237031228343,239.04811900884636,239.0832459499809,238.8548724485139,,,,,41032,1.2657486965629232,,,,,,,-1.8497119461659093,-0.42869987487792965,-0.959843111509606,,,,,,,,,,,,,,,
33,4,1,240.30999755859375,41,41033,240.30999755859375,238.20374870300293,237.58912375195098,237.78237031228343,2.527627246310317,0,2.2994954159232748,2.7208738066427713,2.1062488555908203,240.30999755859375,237.78237031228343,240.0818657282067,240.5032441189262,239.88861916787425,,,,,41033,2.2994954159232748,,,,,,,-3.195954850828995,-1.7749427795410155,-2.306086016172692,,,,,,,,,,,,,,,
34,4,1,239.91000366210937,41,41034,239.91000366210937,238.10624885559082,237.58912375195098,237.78237031228343,2.127633349825942,0,1.9970013668510092,2.3208799101583963,1.8037548065185547,239.91000366210937,237.78237031228343,239.77937167913444,240.10325022244183,239.586125118802,,,,,41034,1.9970013668510092,,,,,,,-2.4084678207996983,-0.9874557495117187,-1.518598986143395,,,,,,,,,,,,,,,
35,4,1,239.00999450683594,41,41035,239.00999450683594,237.7324981689453,237.58912375195098,237.78237031228343,1.2276241945525044,0,1.4707428982230795,1.4208707548849588,1.277496337890625,239.00999450683594,237.78237031228343,239.2531132105065,239.2032410671684,239.05986665017406,,,,,41035,1.4707428982230795,,,,,,,-3.104709199583878,-1.6836971282958983,-2.214840364927575,,,,,,,,,,,,,,,
36,4,1,239.3800048828125,41,41036,239.3800048828125,237.7824993133545,237.58912375195098,237.78237031228343,1.5976345705290669,0,1.7907521297904623,1.7908811308615213,1.5975055694580078,239.3800048828125,237.78237031228343,239.5731224420739,239.57325144314495,239.37987588174144,,,,,41036,1.7907521297904623,,,,,,,-3.114717057860245,-1.6937049865722655,-2.224848223203942,,,,,,,,,,,,,,,
37,4,1,236.77000427246094,41,41037,236.77000427246094,237.78874969482422,237.58912375195098,237.78237031228343,-1.0123660398224956,0,-0.8254988620308268,-0.8191194794900412,-1.0187454223632812,236.77000427246094,237.78237031228343,236.9568714502526,236.9632508327934,236.76362488992015,,,,,41037,-0.8254988620308268,,,,,,,-2.340968660033097,-0.9199565887451171,-1.4510998253767935,,,,,,,,,,,,,,,
38,4,1,238.5800018310547,41,41038,238.5800018310547,237.7800006866455,237.58912375195098,237.78237031228343,0.7976315187712544,0,0.9932477047416342,0.9908780791037088,0.8000011444091797,238.5800018310547,237.78237031228343,238.77561801702507,238.77324839138714,238.5823714566926,,,,,41038,0.9932477047416342,,,,,,,-2.482213548338761,-1.0612014770507812,-1.5923447136824576,,,,,,,,,,,,,,,
39,4,1,239.64999389648437,41,41039,239.64999389648437,237.7012481689453,237.58912375195098,237.78237031228343,1.8676235842009419,0,2.141992287871517,2.0608701445333963,1.9487457275390625,239.64999389648437,237.78237031228343,239.92436260015495,239.84324045681683,239.7311160398225,,,,,41039,2.141992287871517,,,,,,,-2.0334659134510655,-0.6124538421630859,-1.1435970787947622,,,,,,,,,,,,,,,
40,4,1,237.7823703122834,41,41040,237.7823703122834,238.24809044184036,237.58912375195098,237.78237031228343,-0.00000000000002842170943040401,0,-0.27247356922450194,0.19324656033242604,-0.4657201295569564,237.7823703122834,237.78237031228343,237.50989674305893,237.97561687261586,237.31665018272648,,,,,41040,-0.27247356922450194,,,,,,,-0.7803051345883015,0.640706936699678,0.10956370006800159,,,,,,,,,,,,,,,
41,4,1,239.60000610351562,41,41041,239.60000610351562,238.13125038146973,237.58912375195098,237.78237031228343,1.8176357912321919,0,1.662002282378353,2.0108823515646463,1.4687557220458984,239.60000610351562,237.78237031228343,239.4443725946618,239.79325266384808,239.25112603432933,,,,,41041,1.662002282378353,,,,,,,-0.603467515623917,0.8175445556640626,0.28640131903238614,,,,,,,,,,,,,,,
42,4,1,236.8699951171875,41,41042,236.8699951171875,237.57875061035156,237.58912375195098,237.78237031228343,-0.9123751950959331,0,-0.515508932831608,-0.7191286347634787,-0.7087554931640625,236.8699951171875,237.78237031228343,237.26686137945183,237.06324167751995,237.07361481911937,,,,,41042,-0.515508932831608,,,,,,,-3.4409671341541905,-2.019955062866211,-2.5510982994978875,,,,,,,,,,,,,,,
43,4,1,236.66000366210937,41,41043,236.66000366210937,238.16875076293945,237.58912375195098,237.78237031228343,-1.1223666501740581,0,-1.3155005404976237,-0.9291200898416037,-1.5087471008300781,236.66000366210937,237.78237031228343,236.4668697717858,236.85325022244183,236.27362321145335,,,,,41043,-1.3155005404976237,,,,,,,0.7090382064219816,2.130050277709961,1.5989070410782846,,,,,,,,,,,,,,,
44,4,1,235.02999877929687,41,41044,235.02999877929687,237.55500030517578,237.58912375195098,237.78237031228343,-2.752371532986558,0,-2.331754965546452,-2.5591249726541037,-2.5250015258789062,235.02999877929687,237.78237031228343,235.45061534673698,235.22324533962933,235.25736878640453,,,,,41044,-2.331754965546452,,,,,,,0.8927807296153409,2.3137928009033204,1.7826495642716438,,,,,,,,,,,,,,,
45,4,1,235.5500030517578,41,41045,235.5500030517578,237.87750244140625,237.58912375195098,237.78237031228343,-2.2323672605256206,0,-2.134252829315983,-2.039120700193166,-2.3274993896484375,235.5500030517578,237.78237031228343,235.64811748296745,235.74324961209027,235.454870922635,,,,,41045,-2.134252829315983,,,,,,,0.9102901900645597,2.331302261352539,1.8001590247208625,,,,,,,,,,,,,,,
46,4,1,236.13999938964844,41,41046,236.13999938964844,237.68999862670898,237.58912375195098,237.78237031228343,-1.6423709226349956,0,-1.3567526767280924,-1.4491243623025412,-1.5499992370605469,236.13999938964844,237.78237031228343,236.42561763555534,236.3332459499809,236.2323710752229,,,,,41046,-1.3567526767280924,,,,,,,0.13778729089463781,1.5587993621826173,1.0276561255509409,,,,,,,,,,,,,,,
47,4,1,236.47999572753906,41,41047,236.47999572753906,237.30124855041504,237.58912375195098,237.78237031228343,-1.3023745847443706,0,-0.6280062625435221,-1.1091280244119162,-0.8212528228759766,236.47999572753906,237.78237031228343,237.1543640497399,236.67324228787152,236.96111748940746,,,,,41047,-0.6280062625435221,,,,,,,0.5565361464854581,1.9775482177734376,1.4464049811417612,,,,,,,,,,,,,,,
48,4,1,237.33999633789062,41,41048,237.33999633789062,237.75125122070312,237.58912375195098,237.78237031228343,-0.4423739743928081,0,-0.21800832248004554,-0.24912741406035366,-0.4112548828125,237.33999633789062,237.78237031228343,237.5643619898034,237.53324289822308,237.37111542947093,,,,,41048,-0.21800832248004554,,,,,,,-0.3734622513416904,1.0475498199462892,0.5164065833146128,,,,,,,,,,,,,,,
49,4,1,235.7100067138672,41,41049,235.7100067138672,237.63250160217285,237.58912375195098,237.78237031228343,-2.0723635984162456,0,-1.7292483279732096,-1.8791170380837912,-1.922494888305664,235.7100067138672,237.78237031228343,236.05312198431022,235.90325327419964,235.85987542397777,,,,,41049,-1.7292483279732096,,,,,,,0.5152916396495206,1.9363037109375,1.4051604743058237,,,,,,,,,,,,,,,
50,4,1,236.38999938964844,41,41050,236.38999938964844,237.75500106811523,237.58912375195098,237.78237031228343,-1.3923709226349956,0,-1.1717551181343424,-1.1991243623025412,-1.3650016784667969,236.38999938964844,237.78237031228343,236.6106151941491,236.5832459499809,236.41736863381664,,,,,41050,-1.1717551181343424,,,,,,,-0.0972133194569248,1.3237987518310548,0.7926555151993784,,,,,,,,,,,,,,,
51,4,1,237.17999267578125,41,41051,237.17999267578125,237.72875213623047,237.58912375195098,237.78237031228343,-0.6023776365021831,0,-0.3555129001167643,-0.40913107616972866,-0.5487594604492188,237.17999267578125,237.78237031228343,237.42685741216667,237.3732392361137,237.23361085183421,,,,,41051,-0.3555129001167643,,,,,,,-0.36095767370497167,1.060054397583008,0.5289111609513315,,,,,,,,,,,,,,,
52,4,1,237.08999633789062,41,41052,237.08999633789062,237.8375015258789,237.58912375195098,237.78237031228343,-0.6923739743928081,0,-0.5542586276558268,-0.49912741406035366,-0.7475051879882813,237.08999633789062,237.78237031228343,237.2281116846276,237.28324289822308,237.03486512429515,,,,,41052,-0.5542586276558268,,,,,,,-2.829707673704972,-1.408695602416992,-1.9398388390486685,,,,,,,,,,,,,,,
53,4,1,237.25,41,41053,237.25,237.29124641418457,237.58912375195098,237.78237031228343,-0.5323703122834331,0,0.15200014614788415,-0.33912375195097866,-0.04124641418457031,237.25,237.78237031228343,237.93437045843132,237.44324656033245,237.74112389809886,,,,,41053,0.15200014614788415,,,,,,,-7.213460496580948,-5.792448425292969,-6.323591661924645,,,,,,,,,,,,,,,
54,4,1,236.27999877929687,41,41054,236.27999877929687,238.30249786376953,237.58912375195098,237.78237031228343,-1.5023715329865581,0,-1.8292525241402018,-1.3091249726541037,-2.0224990844726562,236.27999877929687,237.78237031228343,235.95311778814323,236.47324533962933,235.75987122781078,,,,,41054,-1.8292525241402018,,,,,,,-0.13471560827528417,1.2862964630126954,0.755153226381019,,,,,,,,,,,,,,,
55,4,1,236.0800018310547,41,41055,236.0800018310547,237.54749870300293,237.58912375195098,237.78237031228343,-1.7023684812287456,0,-1.2742503116157877,-1.5091219208962912,-1.4674968719482422,236.0800018310547,237.78237031228343,236.50812000066765,236.27324839138714,236.3148734403352,,,,,41055,-1.2742503116157877,,,,,,,0.9402908767100675,2.361302947998047,1.8301597113663703,,,,,,,,,,,,,,,
56,4,1,236.1999969482422,41,41056,236.1999969482422,237.86374855041504,237.58912375195098,237.78237031228343,-1.5823733640412456,0,-1.470505041840397,-1.3891268037087912,-1.6637516021728516,236.1999969482422,237.78237031228343,236.31186527044304,236.39324350857464,236.11861871011058,,,,,41056,-1.470505041840397,,,,,,,0.2840446914073331,1.7050567626953126,1.1739135260636362,,,,,,,,,,,,,,,
57,4,1,236.25,41,41057,236.25,237.60000038146973,237.58912375195098,237.78237031228343,-1.5323703122834331,0,-1.156753821137272,-1.3391237519509787,-1.3500003814697266,236.25,237.78237031228343,236.62561649114616,236.44324656033245,236.4323699308137,,,,,41057,-1.156753821137272,,,,,,,0.09778065332139563,1.518792724609375,0.9876494879776987,,,,,,,,,,,,,,,
58,4,1,237.3699951171875,41,41058,237.3699951171875,238.00625038146973,237.58912375195098,237.78237031228343,-0.4123751950959331,0,-0.4430087039497721,-0.21912863476347866,-0.6362552642822266,237.3699951171875,237.78237031228343,237.33936160833366,237.56324167751995,237.1461150480012,,,,,41058,-0.4430087039497721,,,,,,,-0.2984595810536045,1.122552490234375,0.5914092536026987,,,,,,,,,,,,,,,
59,4,1,236.41000366210937,41,41059,236.41000366210937,237.73624992370605,237.58912375195098,237.78237031228343,-1.3723666501740581,0,-1.1329997012642252,-1.1791200898416037,-1.3262462615966797,236.41000366210937,237.78237031228343,236.6493706110192,236.60325022244183,236.45612405068675,,,,,41059,-1.1329997012642252,,,,,,,0.20153660424913,1.6225486755371095,1.091405438905433,,,,,,,,,,,,,,,
60,4,1,236.9199981689453,41,41060,236.9199981689453,237.47250175476074,237.58912375195098,237.78237031228343,-0.8623721433381206,0,-0.3592570254829752,-0.6691255830056662,-0.5525035858154297,236.9199981689453,237.78237031228343,237.42311328680046,237.11324472927777,237.229866726468,,,,,41060,-0.3592570254829752,,,,,,,0.135282942139755,1.5562950134277345,1.025151776796058,,,,,,,,,,,,,,,
61,4,1,236.77999877929687,41,41061,236.77999877929687,237.87499809265137,237.58912375195098,237.78237031228343,-1.0023715329865581,0,-0.9017527530220377,-0.8091249726541037,-1.0949993133544922,236.77999877929687,237.78237031228343,236.8806175592614,236.97324533962933,236.68737099892894,,,,,41061,-0.9017527530220377,,,,,,,-0.11720424047743261,1.303807830810547,0.7726645941788706,,,,,,,,,,,,,,,
62,4,1,236.14999389648437,41,41062,236.14999389648437,237.4537525177002,237.58912375195098,237.78237031228343,-1.6323764157990581,0,-1.1105120608833658,-1.4391298554666037,-1.3037586212158203,236.14999389648437,237.78237031228343,236.67185825140007,236.34324045681683,236.4786116910676,,,,,41062,-1.1105120608833658,,,,,,,-0.27596049658094823,1.1450515747070313,0.6139083380753549,,,,,,,,,,,,,,,
